Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
21-mai-2013	3,7	3,4	2,8	3,1	2,5	2,4	1,4	0,9	2,5	1,9	1,2	1,9	2,4	1,7	1,5	1,3	1	2,4	3,6	2,8	2,2	1,6	2	1,8
22-mai-2013	2,5	2,7	4,1	3	1	1	1,1	1	0,6	0,6	1,9	2,1	3,7	2,6	2,9	3,1	3,8	4,3	4,5	3,2	3,5	2,3	0,9	1,5
23-mai-2013	2,1	2,9	2,4	2,2	2,6	2	1,5	2,3	2,4	2,6	2,5	3,3	3,8	4,7	2,8	2,2	2,3	1,7	1,1	2,4	2,1	1,7	1,2	1,9
24-mai-2013	4	3,2	2,3	2,2	1,4	1,2	0,4	0,3	0,6	1,3	1,8	3,3	3,6	3,2	2,1	4,7	5,2	3,3	5,3	4,8	3,3	2,9	2,2	0,8
25-mai-2013	0,3	0,5	0,3	0,4	0,9	0,9	0,9	0,5	0,8	0,7	1,2	2,1	2,7	3,7	4	1,9	5,4	4,7	5,2	3,6	4,4	3,8	4,9	4,9
26-mai-2013	3,6	3	2,2	1,6	1,1	1,6	1	1	0,8	0,6	1	2,8	4,5	4,1	3,3	5	5,2	6,4	5,6	4,5	4,3	4,5	4,7	5,1
27-mai-2013	3,5	2,7	2,4	2,8	2,5	1,4	1,3	0,7	0,8	0,9	1,7	2,5	2,9	3,9	3,8	5,9	5,4	6,1	5,7	5,3	4,2	3,3	4,2	4,2
28-mai-2013	3,4	3	3	2,1	1,4	1,6	2	1,5	1,1	0,6	1,7	3,3	3	3,3	3,3	2,9	3,5	3,6	4,6	4	5,1	4,5	4,1	4
29-mai-2013	4,1	3,3	3,2	3	2,6	3,5	1,8	2,6	1,8	1,1	2,7	3,5	4,1	3,8	2,7	3,7	3,8	3,9	5,4	4,2	3,5	2,7	3,7	4,4
30-mai-2013	3,1	2,7	2,3	3,1	1,7	2,3	1,9	1,1	1,1	0,9	1,3	3	4	3,1	3	3	3,2	4,2	4,4	5,6	4,1	2,6	3,2	3,8
31-mai-2013	4,4	3,8	3,8	2,1	1,3	1	1,6	1,8	1,1	1,1	2,1	3,8	3,9	4,4	4,5	4,1	4	4,6	4,4	4,6	4	2,3	2,4	3,7
01-jun-2013	4,1	5	4,6	4,3	3,5	3	3,1	3,1	2,6	1,8	2,5	3,1	3,6	3,3	3,2	3,4	2,8	3,6	3,9	4,7	3,7	2,2	2,6	2,8
02-jun-2013	2,4	3,6	3,3	2	2,1	2	1	1,4	1,1	1,1	2,6	3,2	2,7	3,5	3,5	2,5	2,5	3	3,5	3,4	3,5	1	1,1	0,6
03-jun-2013	0,5	0,8	0,2	1	1,4	0,5	0,4	0,5	0,2	0,5	1,4	1,6	2,2	2,5	3,7	3,4	3,7	3,5	4,2	4,8	4,8	3,4	3	3,4
04-jun-2013	2,7	2,3	2,3	2,5	1,8	1,4	1,9	1,4	0,8	1,4	1,5	3,6	3,4	3,5	4,2	1,7	3,6	5,4	4,7	6,6	4,6	4,3	4,4	2,2
05-jun-2013	1,7	2,3	2,9	2,1	1,8	1	1,1	1,4	0,9	0,7	1,7	3,4	4,1	2,6	3,8	4,3	1,7	4	4,7	4,3	3,4	1,7	1,7	1,9
06-jun-2013	2,8	3,3	1	0,7	0,7	0,8	0,6	0,9	0,6	0,9	1,7	1,8	2,5	3,9	3,9	3,9	5	7,3	3,8	3,7	3,1	4,6	2,6	2,8
07-jun-2013	1,2	1,3	0,8	1,1	1,7	1,8	1,8	1,9	0,7	1	2,2	2,3	2,9	3,5	3,5	3,3	4,9	4,3	4,5	3,9	4,1	2,9	3,1	4
08-jun-2013	4,4	3,1	2,8	2,5	2,1	1,6	1,4	1,2	0,9	0,7	1,4	2,5	2,5	2,2	3,7	2,9	3,1	4,4	4,9	4,5	2,8	1,7	1,3	0,7
09-jun-2013	1,4	1,6	2,8	2	0,9	1,4	0,8	1,6	0,8	0,8	1,7	2,5	2,4	2,6	2,8	1,7	1,3	1,2	2,1	1,5	5	1,9	2,6	3,2
10-jun-2013	2,6	3,2	1,6	1,3	1	1,5	1,3	0,7	0,8	0,8	1,5	2,2	2,6	2,1	2,3	2,3	3,5	3,4	3,7	3,9	2,8	1,1	1,8	2,3
11-jun-2013	1,8	2,4	2,1	2,6	1,7	2,4	1,2	0,5	1,5	0,8	1,3	2,6	2,7	3,2	3,2	4,3	4,6	3,3	1,4	2,2	1,6	1,5	2,6	2,5
12-jun-2013	2,1	1,6	1,9	1,1	0,9	1	1	0,7	0,8	0,7	1,4	3	3,3	2,9	3,3	4	3,9	5,4	3,6	3,5	2,8	2,7	0,2	0,7
13-jun-2013	1,1	1,2	0,7	0,4	1,1	1,2	3,5	2,6	1	1,1	1,3	1,8	2,3	2,2	2,7	2	4,7	5,4	2,1	2,8	3	1,5	3,3	2
14-jun-2013	0,6	1,7	1,5	0,9	0,6	0,3	1	0,5	1,2	0,4	1,2	2,5	2,7	3,4	3,9	1,9	3,1	3,7	4	4,2	4,7	2,6	2,4	0,6
15-jun-2013	1,7	2,6	2,4	1,8	1,7	1,7	0,8	0,8	0,5	0,5	1,8	2,4	2,4	2,4	2,1	2,6	1,7	2,7	3,7	4	3,9	1,8	3	2
16-jun-2013	1,7	1,8	1,8	1,9	2,2	2	1,9	1,8	1,5	1	1,6	2,4	1,8	1,6	2,6	2,7	2	4,1	3,8	5,8	4,6	4,3	5,6	5,4
17-jun-2013	3,7	2,5	2,4	2	2,2	1,7	1,2	1	1	0,9	1,6	2,8	4	3,5	4,5	4,7	4,4	4,1	4,5	3,4	4	3,1	3,3	2,8
18-jun-2013	4,2	2,7	2,2	2	0,7	1,4	0,7	1,2	1,1	0,5	1,8	1,8	3,1	3,4	2,8	4,5	4,4	4,5	5	4,3	4,3	3	2,4	2,9
19-jun-2013	3,3	3,2	3,2	1,6	2,3	1,7	1,1	1,2	1,4	1,4	1,4	3,1	4	4,1	4	2,6	3,7	3,6	4,8	3,9	4,3	3,6	4,1	4,3
20-jun-2013	3,1	4	4,3	3	2,2	1	0,4	1,1	0,7	0,9	1	2	3,3	2,8	3,1	3,4	3,8	3,7	3,7	3,3	2,4	2,2	1,9	1,5
21-jun-2013	3,9	3,3	3	2,4	3	3,7	2,9	2,7	4,2	3,4	2	3	3	2,9	2,4	3,3	3,2	4,1	5,4	4,8	5	4	3,9	3,4
22-jun-2013	1,9	1,3	0,5	2,2	1,4	0,9	2,3	1,2	0,9	0,8	1,7	1,8	1,8	1,6	2,9	2,3	2,9	2	3,5	0,5	0,6	0,3	0,5	0,6
23-jun-2013	0,7	0,6	0,7	1,3	0,5	0,3	0,6	0,7	0,8	0,6	1,3	2,2	2,4	2,3	2,2	2,5	2,1	1	0,9	2,2	2,4	2,3	1,9	2
24-jun-2013	2,1	0,6	2,2	3,2	3,3	2,4	1,5	1,7	2,2	1,3	1,3	2,8	2,4	3	2,3	2,5	3	2,1	1,7	0,7	2,5	1,5	2	2,1
25-jun-2013	2	2,6	2,6	1,8	0,9	0,7	0,9	0,6	0,6	0,4	1,5	2,8	2,7	2,6	2,4	2,9	1,7	1,5	NULL	NULL	2,1	2,6	2,7	2,9
26-jun-2013	2	2,5	2,1	2,6	2,1	1,8	1,4	1,2	1,2	1,1	1,6	2,5	2,5	3,1	3,3	2,4	3	3,9	4,7	4,5	3,5	2,7	1,9	1,4
27-jun-2013	1,9	2,9	2,2	1,4	1,8	0,4	0,9	0,7	0,2	0,4	0,7	1,9	2,6	1,7	3,2	2,2	2,4	3,4	3,9	3,7	3,7	2,9	2,5	3,2
28-jun-2013	3	2,5	3,2	2,9	1,4	1,5	1,8	1,8	1,1	0,7	1,9	2	1,5	1,5	1	1,4	2,7	4,3	4,4	4,9	5	3,4	1,8	2,9
29-jun-2013	1,9	3,3	4	2,2	2,5	1,7	2	1,9	1,2	0,5	1,2	2,3	2,6	2	3,4	2,6	2,2	4,6	5,5	5,8	4,3	3,6	2,9	3,3
30-jun-2013	2,5	2,1	3,3	1	0,9	0,2	0,9	1,3	0,7	0,3	1,5	2,9	2	2,5	2,7	2,1	2,7	3,4	4,5	3,8	3,2	2	2,7	2,4
01-jul-2013	2,8	2,5	2,6	3,1	1,6	1,4	1,6	1,5	0,6	0,3	1,2	2,8	3,1	3,6	3,2	3	2,2	2,6	1	4,2	4	2,3	2,1	2,9
02-jul-2013	2,3	1,9	2,9	2,5	1	1,5	1,4	1,6	0,5	0,7	0,8	1,9	2,6	3,1	3,9	3	3,7	4,2	2,3	3,7	3,6	2,8	2,3	1,8
03-jul-2013	1,5	1,9	2,7	2,1	1,2	1,4	1,3	1,4	1,3	0,9	2	2,5	3,1	2,4	3	2,6	1,3	5,8	2	0,8	0,9	0,9	0,6	0,9
04-jul-2013	0,9	0,8	0,4	0,3	0,8	0,7	0,8	0,3	0,9	0,4	0,7	1,5	2,6	1,5	2,7	2,2	2,3	2,3	2	1,1	1	0,9	0,7	0,6
05-jul-2013	0,9	0,9	0,8	1,6	1,4	0,7	0,7	0,8	0,8	0,9	1,2	1,9	3,2	2,1	2,6	2,9	2,7	1,8	2,1	1,3	3,2	1,9	1,9	1,6
06-jul-2013	0,9	0,9	1,5	1,2	2,7	2,5	2	1,4	0,8	0,7	1,1	1,9	2,3	2,1	2,5	2,7	3,1	2,6	2,7	4,4	4,3	2,1	1,7	1,4
07-jul-2013	2,7	1,8	2,5	1,7	2,3	1,7	1,7	1,4	0,7	0,8	0,7	1,9	2,9	2,6	3,1	2,2	2,8	1,8	4,4	3,3	2,8	1,9	3,8	2,2
08-jul-2013	2,5	2	1,9	2,6	1,8	1,2	1,7	1,4	0,7	0,3	0,5	1,8	1,9	2,6	2,5	3,1	3,8	4,6	4,4	2,2	2,8	2,9	1,6	1,6
09-jul-2013	1,8	1,8	0,6	0,9	1,1	0,9	0,5	0,1	0,2	0,4	0,4	1,8	1,9	2,4	2,3	2,2	1	2,2	4,2	4,2	3,4	1,3	2,4	0,8
10-jul-2013	0,4	0,5	1,8	1,4	1,3	1,2	0,7	1	1,8	1,5	1,6	3,2	3,9	4,3	4,5	3,4	3,8	3,4	2,4	2,9	2	2,4	1,3	3,9
11-jul-2013	0,9	2,1	1,1	0,9	0,6	1,4	1,7	0,6	0,6	0,5	1,2	1,9	2,9	2,6	3,3	3,1	3,8	4,5	4,2	4,9	4,5	4,2	4,7	4,2
12-jul-2013	3,3	1,4	1,6	1,9	3	1	0,8	0,7	0,5	1,1	1,4	2,3	2,3	3,1	5,6	5	5,2	5,2	4,7	4,4	3,9	3,8	2,9	3,4
13-jul-2013	3,7	3,5	3,5	2,1	1,6	1,2	0,8	1,3	0,9	1	1	2,2	4,3	5	4,8	5,2	5	4,9	5,2	5,3	3,2	2,6	2,4	1,9
14-jul-2013	3,8	4,2	3,9	2,1	1,8	1,1	1,3	0,9	1,2	1,3	1,9	2,8	3,1	2,2	2,2	3,2	3,3	3,6	5,4	3,2	3,6	2,7	3,5	3,5
15-jul-2013	1,7	3,2	3,8	1,6	2	1,1	0,8	0,8	0,8	0,6	1	3	3,8	3,6	3,5	3,3	2,8	2,7	4	3,7	3,8	1,6	0,8	0,9
16-jul-2013	2,7	2,2	3	2,6	1,8	0,3	1,1	0,7	0,7	0,8	2,3	2,5	2	1,1	2,2	2,6	3,5	2,6	4,3	2,9	3,5	2,5	1,2	0,8
17-jul-2013	2,1	2,9	2,4	2,1	1,4	1,8	1,1	0,6	2	1,5	1,5	2,4	3	3,4	2,9	2,7	3,3	3,6	4,8	5,3	5,4	4	3,8	3,4
18-jul-2013	2,1	2,6	1,8	1,2	1,5	1,4	1,7	1	0,6	0,9	1,4	2,8	3,2	3,6	3	2,5	1,6	4,5	3,9	5,2	1,9	0,5	2	3,2
19-jul-2013	2,3	1,9	2,5	3,1	2,3	1,4	1,1	0,8	1,2	1	2,5	3,9	4,9	4,3	4,2	4,7	4,9	5,6	6,4	5,9	NULL	4,6	4,4	4,9
20-jul-2013	3,7	2,8	1,5	2,1	0,6	2,2	1,2	0,5	1	0,7	0,8	2,2	2,5	2,8	3,8	2,6	3,4	4	5,3	4,8	3,7	3,1	2,6	2,5
21-jul-2013	2,1	1,4	1,7	0,9	1,4	1,2	1	1,3	0,2	0,2	0,5	1,5	2,7	3	3,2	1,6	4	2,9	3,6	3,9	3,2	3,5	2,1	1,3
22-jul-2013	1,1	0,9	0,9	1	0,8	1,2	2,2	1,3	1	0,6	1	1,2	2,1	3,7	3,8	2,8	2,6	3,3	2,8	3,8	4,7	3,4	2,1	2,3
23-jul-2013	1,8	1,6	1,5	1,8	1	1,3	1,2	1,2	1,5	0,8	0,7	1,5	2,1	2,7	2,4	2,6	2,7	3,1	3,9	4,3	4,8	5	4,7	4,3
24-jul-2013	5,2	5	4,8	3,4	3,3	2,7	1,7	1,8	1,4	1	1,2	2,5	3,1	2,9	3,2	3,1	4,1	4,5	5	5,6	4,8	4	4,7	4,8
25-jul-2013	4,3	3,8	3,8	2,4	2,4	1,9	1,4	0,9	0,7	0,9	1,7	3,1	3,1	3,9	5,5	6,1	6	6,3	6,3	6,9	6	4,2	3,8	4,8
26-jul-2013	4,6	4,6	4,1	2,6	1,8	2	1,8	1,4	1,1	1,1	2	1,8	4,1	3,8	5	4,8	5	5,1	5,6	5,8	5,3	5,5	5,3	6,5
27-jul-2013	4,6	5,2	4,8	3,8	2,6	2,1	1,3	0,6	0,8	1	0,8	2,2	2,7	2,7	2,8	3,4	4,4	4,5	5,6	5	4,8	3,4	2,5	2,8
28-jul-2013	2,9	1,7	2	1,1	2,1	1,8	1,4	1,1	0,8	0,7	1,5	3,3	3,3	4,3	3,1	2,7	3	6	5,5	5,3	4,6	2,9	2,5	2,7
29-jul-2013	3,3	3,5	3,2	3,1	1,6	2,3	1,4	1,4	1,2	1,1	1,5	3	3,9	3,6	3,4	3,5	3,7	4,1	6,1	4,6	4,1	3,1	3,8	3,5
30-jul-2013	4	3,6	3,9	4,1	1,9	0,9	1,7	1,5	0,9	1	1,9	3,3	3,9	3,6	3,7	3	2,9	2	4,6	4,5	5,2	2,7	3,2	2,6
31-jul-2013	3,5	1,8	3,9	3	2,7	1,6	2	2	1,8	1,1	0,6	1,8	3,7	4	3,6	3,3	3,1	3	5,7	5,6	5,2	4,4	5,7	5,2
01-ago-2013	4,6	3,5	2,2	3,4	2,5	2,1	1,7	1	1,8	0,6	1,1	2,6	2,7	3,6	3,3	4,2	5,3	4,4	5,2	5,4	5	4,3	3,7	4,8
02-ago-2013	5,4	4,4	3,7	3,1	2,3	2	1,8	1,3	0,4	0,3	1,4	2,8	3,9	4,2	4	3,9	3,2	3,5	4,2	4,7	4,4	3,3	4,1	4,7
03-ago-2013	4,3	4,4	3,5	2,4	1,7	1,6	1,4	0,9	0,9	0,5	1,4	2,5	3,8	4,1	3,1	3,5	4,7	5	5,5	5,4	5,7	4,2	4,4	5,6
04-ago-2013	4,5	4,2	3,8	2,8	2,1	1,5	1,4	1,6	1,9	2,6	3,2	4,7	5	4,4	5,2	4,8	4,1	5,5	5,6	5,2	4,3	3,1	3,1	5,4
05-ago-2013	5,7	5,4	5,1	3	3,1	1,9	1,8	1	0,8	1,2	1,4	3,6	4,4	4,2	3,8	5,4	6,4	6,1	6,4	6,1	6,4	4,2	5	5,5
06-ago-2013	5,1	5,2	4,5	2,5	3,8	3,9	3,6	1,6	2,1	0,8	2,4	4	4,4	5,3	4,6	5,4	6,4	6,2	5,3	5,8	6,1	4,1	3,3	3,4
07-ago-2013	4,1	4,3	3,3	3,1	1,7	1,3	1,4	0,2	0,7	0,8	1,8	3,5	4	5,4	3,2	3,4	5,4	5,1	5,4	6,1	5,4	3,7	4,1	4,5
08-ago-2013	4,7	4,9	4,8	3	3,3	2	1,8	2,1	1,8	1	0,4	2	3,5	3,2	2,9	3,3	3,9	5,4	5,5	5,7	4,6	3,2	3,6	3,9
09-ago-2013	4,2	3,5	2,9	1,7	2,4	1,6	1,3	0,6	0,7	0,4	1,4	3,1	3,6	4,1	5,4	4,7	6,2	3,6	5,9	6	6	4,7	4,5	4,9
10-ago-2013	3,7	5,3	4,5	3,4	3,1	3	1,6	1,9	2	0,9	2,7	3,8	2,8	3,4	3,4	4,2	4,7	5,6	5,8	6,5	5,7	5	5,2	6,1
11-ago-2013	6,3	4,9	3,9	4,1	3,2	3,3	2,7	2,8	2,7	1,3	2,5	2,8	2,6	2,8	3,1	2,8	2,1	3,7	4,5	5,4	5,8	4,5	4,3	5,1
12-ago-2013	6,1	4,9	4,3	4,6	2,9	3,1	2,3	2	1,4	0,8	2,5	3,9	4,4	3,7	2,8	5,4	5	5,9	6,8	6,2	6,2	5,1	4,9	5,2
13-ago-2013	5,7	4,8	4,2	4,2	2,7	1,9	1,1	1,4	1	2	2,3	3,5	3,9	5,3	3,7	3,9	5,4	5,4	5,6	5,7	5,6	4,5	4,7	5,7
14-ago-2013	5,4	5,3	4,3	2,9	2,4	2	1,3	1,5	1	0,5	1,4	2,7	3,9	3,2	4,4	2,1	2,6	6,1	5,6	6,9	6,4	7	6,1	5,7
15-ago-2013	5,6	4,8	2,8	2,8	3,4	2,1	1,2	1,3	1,7	2	2,4	3,4	4,1	4,5	3,7	5,3	6,1	7	6,8	6,8	7	5,5	5,2	6,2
16-ago-2013	5,5	5,9	4	2,5	2,9	2	2,7	1,8	1	1,4	2,5	2,7	4	4	3,3	3,1	6,2	6,5	7	6	6	4,7	5,6	5,3
17-ago-2013	5,7	4,4	3,1	1,8	2,1	2,5	2,4	1,3	0,8	1,7	2,1	3,8	4,3	4,2	5,8	6,1	6,6	6,5	6,3	5,9	5,4	3,5	3,5	4
18-ago-2013	4	5,2	4,2	3,9	2,9	1,7	2	0,9	1	1,5	1,9	3	3	4,1	3,8	2,7	4,3	5	4,8	5,8	5,1	5,1	6,6	4,9
19-ago-2013	2,7	2,9	2,9	3,6	2,3	2,2	1,6	1,6	1	0,6	2,1	2,8	3,3	3,2	2,9	3,3	3,3	3,4	4,4	4,6	5,1	4,2	3,4	3,8
20-ago-2013	5,1	5,3	3,8	2,9	2,9	2,2	1,2	1,2	2	2	2,3	3,3	3,5	3,8	3,3	4,2	5,3	6	6	5,4	6,3	4,6	4,8	6,1
21-ago-2013	3,9	3,2	4,4	3,1	1,9	1,9	1,6	2,4	1,1	1	1,6	3,5	3,7	3,5	3,4	4	5,3	5,7	5,9	6,1	5,4	4,4	5,4	4,8
22-ago-2013	5,2	4,1	3,1	2,6	1,4	1,5	2,1	1,1	0,4	0,2	1,7	3	3,8	4	4,7	2,8	4,6	5,5	6,2	6,4	5,5	4,4	4,9	5
23-ago-2013	4,1	4	3,4	2,6	2,7	1,8	1,8	1,5	1,9	0,8	2	4	3,5	3,6	3,9	3,8	3,6	5,5	4,8	5,3	5,4	3,1	3,4	4,1
24-ago-2013	4,6	4,6	2,5	2,5	2,1	1,7	0,7	1,1	1	1	1,4	2,2	3,2	4,1	4,2	4,2	6,5	6,8	6,3	5,6	4,6	3,3	3,4	4,2
25-ago-2013	4,4	4,1	3,1	3,3	2,8	2,9	1	1,2	1	0,9	1,9	3,4	3,9	3,8	3,7	3,3	3,6	5,3	5,4	4,6	4,7	3,7	3,9	3,3
26-ago-2013	2,9	3,3	3,8	2,3	2,5	1,7	0,8	0,6	0,8	1	1,6	2,9	2,9	3,5	3,2	3,2	3	5,9	6,5	5,8	4,9	4,3	4,5	4,6
27-ago-2013	3,6	1,8	2,2	1,9	3,6	2,2	2,7	2,2	3,3	2,8	2,5	2,9	3,8	3,9	3,4	2,6	2,4	1,9	4,7	4,7	5,3	3,8	2,3	2,7
28-ago-2013	4,8	3,2	2,9	3,6	1	1,8	1,9	1,3	1,3	0,5	2	2,9	2,5	1,7	2,1	2	3,1	5,4	5,3	6,5	4,5	3,6	3,2	5,5
29-ago-2013	5,5	4,8	3,6	2,1	1,5	2,5	2,4	2,6	1,8	2,1	2,8	2,4	3,6	4,2	5,4	5,3	4,1	3,2	3,8	4,6	5	4,9	4,3	4,6
30-ago-2013	4,6	5,5	3,7	3,3	2,6	1,6	1,4	1,1	0,9	1,8	2,1	3,6	3,2	3,7	3,8	3,1	4,4	3,1	3,7	3,3	5,1	3,7	4,2	3,5
31-ago-2013	3,2	3	2,3	1,6	0,9	1,8	1,1	1	0,8	0,6	1,7	3	3,6	3,7	4	4,1	4,5	4,9	5,5	6,7	5,6	5	4,9	5,6
01-set-2013	5,3	3,8	3,7	3,2	2,9	2,1	2,5	2,8	3,1	2,4	3,8	4,9	4,7	5,4	4,7	3,8	4,4	4,1	5,5	5,7	4,7	3,6	3,4	4,6
02-set-2013	4,4	4,2	3,5	3,6	3	2,2	1,4	1,4	2,9	2,1	2,8	4,9	4,5	3,8	4,1	4,3	3,9	5	5,1	5,5	4,6	3,9	4,2	4,7
03-set-2013	5,8	6	4	2,5	1,3	2,8	3,1	1,6	0,9	1	3,1	3,8	3,8	3,9	3,4	2,5	3,4	3,7	5	5,9	5,8	5,7	5,6	5,5
04-set-2013	5,6	6,3	5,9	3,9	3,4	3,2	1,8	2,4	2,8	1,9	1,9	2,9	3,5	4,7	4,3	5	6,2	6,3	6,6	7,1	6,3	6,4	6,1	6,1
05-set-2013	5,7	5,8	5,7	4,6	4,3	3,7	3,1	2,1	2,9	2,5	3,8	4,3	5,9	5,9	4,4	5,4	6,2	6,5	6,2	6,2	6,4	6	6,7	6,3
06-set-2013	5,5	4,6	3,5	2,3	2,1	1,3	2,1	2,4	1,8	0,9	2,1	3,6	4,4	4,3	4,4	5,5	5,4	7,4	7	7,2	6	5	5,6	6
07-set-2013	5,5	5	4	3,7	3,1	2,9	1,9	1,9	2,2	1,2	2,4	4	4,6	4,2	3,7	5,7	5,7	6,4	6,9	6,5	6,5	4,6	6,1	6,6
08-set-2013	5,7	5	3,2	3,8	2,9	2,6	2,2	2,6	3,5	2,4	2,5	5	4,7	5,9	4,7	5,6	5,6	6,2	6,9	5,7	5,9	5,3	6,5	6,2
09-set-2013	5	4,7	4,5	3,5	1,9	2,1	2,4	2,6	1,8	2,2	3	3,8	4,9	4,3	4,9	4	3,7	6,1	5,9	6,2	5,2	3,6	4,4	4,9
10-set-2013	4,1	3,8	4,1	4,7	3	2,3	2,1	2	0,9	1	1,9	2,7	3,5	3,5	3,6	2,9	5,5	5,8	5,8	6	5,2	4,8	5	5,8
11-set-2013	4,2	3,3	3,3	2,8	2,7	2,4	1,3	1	1	0,4	1,7	3,5	3,6	3,8	3	3,2	4,9	5,9	5,9	6,2	5,4	5,1	4,6	4,3
12-set-2013	4,7	4,6	3,1	2,4	1,9	1,9	0,8	1	0,4	0,6	2,5	2,7	3	5	3,6	4,9	6,6	6,7	6,5	6,1	5,6	5,5	6,8	6,5
13-set-2013	4,8	4,4	4,9	3,6	3,3	3,5	2,3	1,2	1,4	0,6	3,1	4,7	5	4,8	4	5,5	5,8	7,1	7,6	7,1	5,6	5,1	5,7	5,6
14-set-2013	4,9	5	4	5,1	4,4	2,7	2,4	2,4	2,7	2,3	3,9	6	4	4,8	6	5,8	6,4	7,2	6,9	6,3	6,6	4,8	6,2	6,3
15-set-2013	5,5	4,2	3,1	3,1	2,7	2,4	2,8	3,9	4,2	2	4,6	4,7	4,8	4,4	5,2	7,1	6,9	7,4	6,8	7,1	6,6	6,4	6,6	7
16-set-2013	5,9	5,7	4,8	4,2	4,1	2,6	1,1	2,1	1,6	1,4	4,8	5,6	5,7	6,1	6,7	6,5	6,7	7,1	6,7	6,9	5,5	5,3	6,1	6,1
17-set-2013	6,2	6,9	6	4,5	3,2	2,4	2,3	1	1,5	1	2,3	4,5	4,3	4,4	6,3	6,7	7,3	7,5	7	7,4	5,5	5	5,5	6
18-set-2013	6	4,4	4	4	1,9	1,8	2,1	2	2,1	1,9	3	5	5,6	5	5,3	6,9	7,2	7,2	7,6	6,8	5,8	6,2	5,4	5,6
19-set-2013	6,6	7,5	7,1	5,1	3	2,1	1,1	0,5	0,7	0,8	1,9	3,6	4,6	5,4	4,8	4,8	6,3	6,3	6,7	6,7	5,8	5,6	5,7	6,4
20-set-2013	5,3	4,5	4,4	2,8	2,3	2,2	1,7	1,3	1,7	1	2,9	3,7	3,3	3,5	3,9	4	5,8	7,1	6,6	6,1	5,7	6,6	5,9	5
21-set-2013	5,6	4,5	4,5	4,1	2,9	1,2	0,8	0,9	1,2	0,8	2,9	4,1	3,7	3,3	3,7	4	4,5	6	5,1	7,3	6,7	5,3	5,1	4,8
22-set-2013	3,4	5,1	4,3	4,8	4,8	4	3,5	2,5	1,6	1,5	4,3	4,7	5,4	6,1	5,2	5,9	5,8	6,9	7,5	7,6	5,7	5,7	6,3	6,8
23-set-2013	7,4	7	5,2	4,4	3,1	2,5	2,5	2,2	1,3	3	3,7	3,8	4,6	4,4	3,7	5,6	5,6	5,9	6,4	6,5	6	3,9	5,1	6,5
24-set-2013	4,8	5	3,7	2,9	2,8	1,5	1	1,4	1,3	0,5	2,5	3,6	6	5,9	5,4	5,7	6	6,7	6,4	7,2	5,8	4,9	4,2	5,1
25-set-2013	5	6,2	4,8	4,4	3,9	4,3	1,6	1,8	1,1	1,6	3,9	4,5	5,2	3,9	5,6	6	6,2	6	6,1	6,4	5,2	5	5,3	5,3
26-set-2013	5,5	5,3	3,8	2,9	2,3	1,7	1,6	1	0,9	1,2	2,5	3,7	3,8	5,3	4,9	6,3	5,8	6,5	6,9	6	5,3	3,3	3,6	3,5
27-set-2013	4,7	4,5	4,7	4,4	2,2	2,1	2	1,6	1,4	2	4	3,8	5,8	4,8	5,3	6,3	6,3	6,8	6,8	7,3	5,5	4,6	5,1	5,2
28-set-2013	4,7	4,8	4,3	3,4	3,5	2,6	2	2,4	2,5	2,4	3,4	3,5	3,5	4,3	3,1	5	4,9	6,4	6,1	6,3	4,8	5	4,9	5,5
29-set-2013	5,6	4,8	5	4,7	2,8	1,8	1,6	2,3	2,3	2,4	3,2	3,8	2,9	3,4	4,7	6,1	6	6,9	7,7	7,5	6,1	5,3	6,3	7,9
30-set-2013	7	5,7	5,1	4,5	3,5	2,8	2,2	2,4	1,4	1,6	3,6	4,7	4,6	4,8	4,8	6,4	7,4	6,9	7,1	7	6,9	5,3	6	7
01-out-2013	6,7	6,3	4,4	3,7	3	2,9	2,5	2,4	2,3	2,1	5,1	5,4	5,6	4,8	5,3	4,8	6,1	6,5	7,4	7,3	6	6,2	6	6,4
02-out-2013	5,8	5,5	5,5	5,3	3,1	3	3,1	3	2,1	1,3	4,2	6,1	5,4	6,2	5,3	5,3	6,3	6,6	6,6	6,4	6,8	5,8	6	6,6
03-out-2013	6,7	5,6	5,4	4,8	4	3,3	2,3	1,9	1,5	1,3	4,4	4,8	5,3	6,3	6,5	6	5,7	6	7,4	6,1	6,7	4,9	5	5,9
04-out-2013	6,4	5,4	4,4	3,7	4,5	3,6	1,7	1,5	1,7	2	4,2	5	6,6	3,7	4,9	4,9	6,5	6,4	7,7	6,8	5,5	4,5	5	5,1
